82505;Пульт СКУДОПП-9/4-0-0/0;845;2021-01-18;2021-01-18;2021-02-26;Минеральные Воды;прогар платы
82427;Модуль БРВ-1 (Латво);;2021-01-12;2021-01-12;2021-01-12;Орел;
82422;Плата силового модуля СМПК.758725.039;;2021-01-12;2021-01-21;;Москва-Ярославская;Прогар печатной платы
82368;Инвертор ПН-ПОЕТ-12-230-50-У1;1029;2021-01-11;2021-02-26;;Сервисный центр;Прогар платы накачки . В ЭЛСИЭЛ.Отпр. в ЭЛСИЭЛ 04.02.2021. Забрали в ЭЛСИЭЛ 25.02.2021. Забракован ЭЛСИЭЛ.
82356;Прочее (см. примечания);;2021-01-11;2021-01-11;2021-01-11;Москва-Киевская;Основание модуля X20 BM11
82355;Прочее (см. примечания);50975940;2021-01-11;2021-01-11;2021-01-11;Москва-Киевская;Модуль X20 BR 9300
82338;Панель Advantech TPC-1270H-C1E;HMA0293985;2021-01-11;2021-01-15;2021-09-03;Москва-Николаевка;Неисправна матплата.
82286;Прочее (см. примечания);;2020-12-30;2021-01-11;;Самара;mCon3100-AV. Сбой системного ПО!
82276;Прочее (см. примечания);3;2020-12-30;2021-01-14;2021-01-15;Чита;Блок контроля фаз
82249;Модуль коммутационный МК (ЭЛСИЭЛ) СМПК.426436.001;86;2020-12-30;2020-12-30;2020-12-30;Котлас;Контроллер
82203;Прочее (см. примечания);;2020-12-29;2020-12-30;2021-02-04;Москва-Киевская;X20 BR9300
82202;Прочее (см. примечания);;2020-12-29;2020-12-30;2021-02-04;Москва-Киевская;X20 АТ4222
82099;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-12-23;;;Москва-Ярославская;
81976;Преобразователь WAGO 50-150/24;603565;2020-12-16;2020-12-17;2020-12-17;Белгород;Залит компаундом
81947;Блок БПВ в сборе (ГАМЕМ);1123;2020-12-15;2020-12-17;;Москва-Ярославская;
81910;Плата ПУ5М (ГАМЕМ);777;2020-12-14;;;Адлер;ЦПУ-Х. на Гамем. Пришла с ГАМЕМ 1.04.2021. Забракована ГАМЕМ, ремонту не подлежит.
81881;Блок упр. авт. двери СПСТ.468361.007;512071;2020-12-09;2020-12-10;2020-12-14;Подменный фонд;КМТ прогар монтажной платы
81838;Контроллер ABB 07KR51;9190083;2020-12-07;2020-12-14;;Архангельск;вышла из строя clt83020
81767;Панель регулирования громкости ПРГ-2.02 АВДБ.687240.018;;2020-12-03;;;Орел;Отпр. в ЭЛК 02.02.2021
81765;Панель регулирования громкости ПРГ-2.02 АВДБ.687240.018;121691;2020-12-03;;;Орел;Отпр. в ЭЛК 02.02.2021
81733;Прочее (см. примечания);90581-12;2020-12-01;2020-12-01;2020-12-01;Воронеж;Усилитель DATAFORTH SCM7B40-02D
81701;Табло инф. Siemens A2V00002054953;;2020-12-01;2021-03-15;2021-03-19;Воронеж;ВВРЗ(ЗАВОД). Передано Фомину Е.В. в ремонт 1.12.2020
81695;Прочее (см. примечания);12054;2020-12-01;2020-12-02;2020-12-04;Воронеж;ВВРЗ(ЗАВОД). Блок TEKNOWARE TVM7210
81692;Прочее (см. примечания);1349171092;2020-12-01;2020-12-04;2020-12-18;Воронеж;ВВРЗ(ЗАВОД). Блок MTM POWER PCMDS19 150 110S25W, неразборная конструкция
81619;Плата БУТ-М СМПК.758725.171;890;2020-11-30;2020-12-07;;Смоленск;Прогар печатной платы, вышел из строя МК
81589;Плата ПУВ3 (ГАМЕМ);36;2020-11-27;;;Самара;на Гамем. Неверный параметр 75-78
81576;Плата инвертора ППН СМПК.758726.103 СМПК.435331.016;166;2020-11-27;2020-12-01;;Самара;Прогар печатной платы
81573;Плата инвертора ППН СМПК.758726.103 СМПК.435331.016;26;2020-11-27;2020-12-01;;Самара;Прогар печатной платы
81568;Плата ВВ драйверов СМПК.758726.104 СМПК.468741.021;32;2020-11-27;2021-02-17;;Самара;Прогар печатной платы
81567;Плата ВВ драйверов СМПК.758726.181 СМПК.468741.044;11;2020-11-27;2021-02-17;;Самара;Прогар печатной платы
81554;Плата ПУ5М (ГАМЕМ);724;2020-11-26;;;Воронеж;на Гамем. ЦП. Отпр. в ГАМЕМ 26.01.2021. Пришла с ГАМЕМ 1.04.2021. Забракована ГАМЕМ, ремонту не подлежит.
81547;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-11-26;2020-11-27;;Казань;
81523;Плата П2 (ГАМЕМ);20802917;2020-11-24;2020-11-27;;Котлас;Транс
81522;Прочее (см. примечания);;2020-11-24;2020-11-24;;Саратов;Плата CPU188R FASTWEL. В ремонт на фирму изготовитель
81492;Плата ВВ реле СМПК.468361.018 СМПК.758725.276;239;2020-11-24;2020-12-01;;Санкт-Петербург;Неисправно реле
81465;Блок упр. авт. двери PINTSCH BAMAG MT24.1-RZD;277;2020-11-24;2020-11-27;;ОРПВНП;Процессор
81451;Прочее (см. примечания);153;2020-11-23;2020-11-23;;Орел;Зарядное устройство ЕвроКарЕнерджи 36,40,48V/300-600Ah
81435;Двигатель вентилятора Faiveley L63-11255;;2020-11-23;2020-11-25;;Адлер;Без рамы. Неисправность платы процессора
81393;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-11-20;2020-11-23;;Казань;
81392;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-11-20;2020-11-23;;Казань;
81371;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-11-19;2020-11-19;;Москва-Октябрьская;
81310;Панель регулирования громкости ПРГ-2.02 АВДБ.687240.018;94909;2020-11-17;;;Москва-Каланчевская;Отправлен в ЭЛК 01.12.2020
81296;БЗ;;2020-11-16;;;Москва-Ярославская;прогар пп
81282;Телевизор SHARP LC-15S1E;769;2020-11-16;2020-11-26;2020-12-04;Архангельск;
81274;Модуль аналоговый MA-444;21200130203;2020-11-16;2020-12-23;;Череповец;Контроллер. После ремонта отправить в Котлас
81265;Блок диагностики СПСТ.468361.033;910298;2020-11-13;2020-12-23;;Котлас;трансформатор
81262;Кросс-плата ССПИ Э-00.02.07.23.301;;2020-11-13;2020-12-29;2020-12-30;Котлас;Выдана новая, отправлена на Экспресс 30.12.2020
81205;Табло инф. Siemens A2V00002054953;24562199070010;2020-11-09;2020-11-09;2020-11-10;Воронеж;Залит водой
81204;Табло инф. Siemens A2V00002054953;24562-А202920015;2020-11-09;2020-11-09;2020-11-10;Воронеж;Процессор
81203;Табло инф. Siemens A2V00002054953;24562199070009;2020-11-09;2020-11-09;2020-11-10;Воронеж;Процессор
81170;Плата контроля 3000 В У.246 (ЛАТВО);;2020-11-06;2020-11-06;2020-11-06;Вологда;
81141;Модуль БРНГ (ЭЛСИЭЛ) СМПК.758726.025-0х;40;2020-11-03;2020-11-10;;Тында;Прогар ПП.
81138;ПСПВ Ясень;3385;2020-11-03;2020-11-03;2020-11-03;Воронеж;
81108;Плата П2 (ГАМЕМ);10304510;2020-11-02;;;Москва-Николаевка;горелый транс
81095;Панель регулирования громкости ПРГ-2.02 АВДБ.687240.018;77994;2020-10-29;;;Орел;Отправлен в ЭЛК 01.12.2020. Вернулась с ЭЛК 18.01.2021, Акт №06-ОР, забракована
81082;Сетевой адаптер АВДБ.687280.012;3773;2020-10-29;2021-01-14;;Казань;Вышел из строя сетевой фильтр HN800VG. Нет возмж. заменить. В ЭЛК. Отпр. в ЭЛК 02.02.2021
81020;Прочее (см. примечания);;2020-10-27;2020-11-05;2020-11-10;Хабаровск;Инвертор 50/220, 50Гц 5 кВа(Power Inverter IPI 50V/220V 5,0kVa 50Gz Pure Sine Wave). Сбой программного обеспечения..
80965;Панель регулирования громкости ПРГ-2.02 АВДБ.687240.018;70352;2020-10-22;;;Орел;Отправлен в ЭЛК 01.12.2020.Вернулась с ЭЛК 18.01.2021, Акт №06-ОР, забракована
80948;Прочее (см. примечания);;2020-10-21;2020-11-11;2020-11-20;Тында;Плата SKHI23
80919;Плата ПУВ2 (ГАМЕМ);11105353H;2020-10-19;2021-01-26;;Брянск;ПЛИС, на ГАМЕМ Вернулся из Гамем 26.01.2021. Забракована ГАМЕМ.
80916;Блок БУЭВ-Г АВДБ.758800.100;1145;2020-10-19;2020-10-19;2020-10-19;Ижевск;
80909;Прочее (см. примечания);;2020-10-19;2020-10-20;;Москва-Киевская;Светильник встраиваемый светодиодный СВС-01
80886;Модуль MB04B (KNORR-BREMSE);Z03112729;2020-10-19;2021-03-25;2021-04-02;Санкт-Петербург;
80885;Плата ПУ5 (ГАМЕМ);35;2020-10-19;;;Санкт-Петербург;не верный параметр 170-174. Пришла с ГАМЕМ 1.04.2021. Забракована ГАМЕМ, ремонту не подлежит.
80877;Прочее (см. примечания);;2020-10-19;2020-10-19;2020-10-22;Санкт-Петербург;Светодиодная матрица наружной панели
80876;Прочее (см. примечания);;2020-10-19;2020-10-19;2020-10-22;Санкт-Петербург;Светодиодная матрица наружной панели
80875;Прочее (см. примечания);;2020-10-19;2020-10-19;2020-10-22;Санкт-Петербург;Светодиодная матрица наружной панели
80874;Прочее (см. примечания);;2020-10-19;2020-10-19;2020-10-22;Санкт-Петербург;Светодиодная матрица наружной панели
80831;Телевизор SHARP LC-15S1E;753;2020-10-19;2020-11-02;2020-12-04;Архангельск;Коррозия печатных плат
80796;Модуль ОСН-4 (Экспресс);624;2020-10-15;2020-10-20;;Сервисный центр;Прогар ПП.
80791;Модуль БРНГ (ЭЛСИЭЛ) СМПК.758726.025-0х;27;2020-10-14;2020-11-05;;Минеральные Воды;Вышел из стоя МК.
80789;Сетевой адаптер АВДБ.687280.012;3202;2020-10-14;;;Котлас;Залито водой. Прогар печатных плат.
80746;Прочее (см. примечания);;2020-10-12;2020-10-21;2020-10-22;Ульяновск;Плата МТП.432641.003, контроллер
80692;Плата ВВ реле СМПК.468361.015 СМПК.758725.236;21;2020-10-09;2020-10-26;;Санкт-Петербург;Прогар печатной платы
80673;Модуль расширения Siemens EM235;W3D10450;2020-10-09;2020-10-12;;Москва-Киевская;вышел из строя м\контроллер2808470-5001
80672;Модуль расширения Siemens EM235;J9R8932178;2020-10-09;2020-10-12;;Москва-Киевская;вышел из строя м\контроллер2808470-5001
80626;Плата силового модуля СМПК.758725.039;2568;2020-10-08;2020-10-20;;Сервисный центр;долгий ремонт
80542;Прочее (см. примечания);;2020-10-05;2020-10-18;;Казань;Блок питания SMN15.412.06 полностью раскурочен
80515;Блок INT69;;2020-10-05;2021-01-12;;Чита;верхняя плата вышли все микр.
80344;Контроллер ABB 07KR51;0BB5029A;2020-09-24;;;Адлер;вышла из строя clt83020
80288;Модуль расширения Siemens EM235;J9R8932614;2020-09-22;2021-03-22;2021-03-26;Воронеж;ТВРЗ(ТРК) неисправна верхняя плата микро. в 0
80261;Плата силового модуля СМПК.758726.091 СМПК.435331.014;3787;2020-09-22;2020-09-23;;Санкт-Петербург;Прогар печатной платы
80235;Телевизор SHARP LC-15S1E;;2020-09-22;2020-11-02;2020-12-04;Архангельск;Коррозия печатных плат
80197;Плата БУТ-М СМПК.758725.042;319;2020-09-18;2020-09-22;;Орехово-Зуево;Неисправны микроконтроллер и трансформатор
80158;Сетевой адаптер АВДБ.687280.012;1899;2020-09-16;2020-09-22;;Орехово-Зуево;Вышла из строя мат. плата. Отправлен в ЭЛК 17.11.2020. Забракован ЭЛК, вернулся 24.01.2022 г.
80100;Дисплей СВПВ-У-01 ПТМК.423345.001;738;2020-09-15;2020-09-15;2020-12-11;Самара;Разбит тачскрин и дисплей. Заменять нечем...
80044;Табло инф. ТИ-11-11-38S;721;2020-09-14;2020-10-07;;Москва-Октябрьская;выгорели все микросхемы на плате
80042;Двигатель вентилятора Faiveley L63-11255;90;2020-09-14;2020-09-14;;Москва-Октябрьская;Прогар платы
79901;Модуль ДВД-16-РД (Экспресс);1444;2020-09-08;2020-09-10;2020-10-29;Тында;
79900;Модуль ДВД-16-РД (Экспресс);1409;2020-09-08;2020-09-10;2020-10-29;Тында;
79859;Плата П2 (ГАМЕМ);1110342;2020-09-07;2020-10-01;;Москва-Николаевка;прогоревший транс
79792;Сетевой адаптер АВДБ.687280.012;4029;2020-09-04;;;Казань;Отправлен в ЭЛК 01.12.2020. Забракован ЭЛК, вернулся 24.01.2022 г.
79791;Сетевой адаптер АВДБ.687280.012;3069;2020-09-04;;;Казань;Постоянно 100% вода и ф. бак. Не раб. 485 шина.Отправлен в ЭЛК 17.11.2020. Забракован ЭЛК, вернулся 24.01.2022 г.
79790;Сетевой адаптер АВДБ.687280.012;2123;2020-09-04;;;Казань;Отправлен в ЭЛК 01.12.2020. Забракован ЭЛК, вернулся 24.01.2022 г.
79789;Сетевой адаптер АВДБ.687280.012;1889;2020-09-04;2020-10-01;;Казань;Сгорела центральная плата Wafer VIA. Отправлен в ЭЛК 17.11.2020
79756;Контроллер ABB 07KR51;0C0D00CA;2020-09-04;2020-09-17;2020-09-25;Сыктывкар;вышла из строя clt83020
79726;Операторская панель B&R 4PP045;94980176590;2020-09-03;2021-01-12;;Чита;вышел из строя процессор
79691;Модуль ОСН-4 (Экспресс);435;2020-09-01;2020-09-10;;Самара;
79630;Телевизор SHARP LC-15S1E;512018549;2020-08-31;2020-11-02;2020-12-04;Архангельск;Коррозия печатных плат
79581;Плата ПС-6ТМ (ГАМЕМ);1206375;2020-08-27;2020-08-27;;Москва-Киевская;
79465;Контроллер вагона;2960;2020-08-25;;;Котлас;Отправлен в ЭЛК 01.12.2020
79435;Плата инвертора ППН СМПК.758726.163 СМПК.435331.020;113;2020-08-24;2020-08-25;;Москва-Николаевка;Прогар печатной платы
79428;Плата контроля СМПК.435332.129 СМПК.758726.180;353;2020-08-24;2020-08-26;;Москва-Николаевка;
79353;Коммутатор mCon 9100-A-T;V1695345;2020-08-21;2020-08-26;2020-09-28;Ульяновск;Сбой сист. ПО
79352;Прочее (см. примечания);9995096420;2020-08-21;2020-11-17;;Ульяновск;Операторская панель ABB CP635.Бросок по питанию, повреждение контроллеров и печатного монтажа.
79327;Телевизор SHARP LC-15S1E;683;2020-08-20;2020-10-02;;Екатеринбург;
79307;Плата ПУ1-1 (ГАМЕМ);30103883;2020-08-20;2020-08-24;;Санкт-Петербург;Вышел из стоя МК.
79279;Плата ВВ драйверов СМПК.758726.181 СМПК.468741.044;8;2020-08-19;2020-09-08;;Самара;Прогар П/П
79264;Плата инвертора ППН СМПК.758726.103 СМПК.435331.016;35;2020-08-19;2020-08-19;;Самара;Прогар печатной платы Замена П/П
79263;Плата инвертора ППН СМПК.758726.103 СМПК.435331.016;187;2020-08-19;2020-08-19;;Самара;Замена П/П
79203;Сетевой адаптер АВДБ.687280.012;2666;2020-08-17;2020-10-01;;Москва-Октябрьская;Сбой системного ПООтправлен в ЭЛК 17.11.2020. Забракован ЭЛК. Вернулся 24.01.2022 г.
79195;Двигатель вентилятора Faiveley L63-11255;334;2020-08-17;2020-08-17;;Москва-Октябрьская;Сгорел мотор, неисправность платы процессора
79156;Модуль расширения Siemens EM235;W3D14611;2020-08-17;2020-09-17;;Москва-Киевская;контроллер с п\о 2808470-5001
79146;Плата силового модуля СМПК.758725.039;2522;2020-08-17;2021-02-10;;Казань;Требуется 6MBI50S-120-50 1шт
79125;Плата силового модуля СМПК.758725.039;2293;2020-08-14;2020-08-20;;Саратов;Окисление сигнальный дорожек и переходных отверстий
79014;Плата силового модуля СМПК.758725.039;71;2020-08-13;2020-08-20;;Пенза;Окисление сигнальный дорожек и переходных отверстий
78978;Двигатель вентилятора Faiveley L63-11255;288;2020-08-12;2020-08-13;;Москва-Октябрьская;Неисправна плата процессора
78971;Прочее (см. примечания);;2020-08-11;2020-08-11;2020-08-11;Вологда;Плата Э-12.09.10.04.001К
78951;Прочее (см. примечания);;2020-08-11;2020-09-17;;Адлер;Плата SKHI23 Не обслуживается
78886;Прочее (см. примечания);;2020-08-10;2020-08-10;;Тында;Плата IGBT-6KL прогар ПП
78876;Телевизор SHARP LC-15S1E;1630;2020-08-10;2020-08-14;;Вологда;
78829;Прочее (см. примечания);;2020-08-10;2020-08-10;2020-08-31;Москва-Октябрьская;Блок HARTING
78819;Прочее (см. примечания);;2020-08-07;2020-08-13;2020-11-23;Уфа;"Плата ""Этон"" Неисправен контроллер"
78768;Прочее (см. примечания);00103-1;2020-08-06;2021-10-04;2021-10-08;Воронеж;ВВРЗ(ЗАВОД). Панель управления BMZ Rail 138.Передана в ремонт Бакину В.В. 7.06.2021
78757;Плата ПР1 (ГАМЕМ);30402503;2020-08-06;2020-08-12;;Москва-Киевская;Залита водой!
78716;Плата ПС-6РМ1 (ГАМЕМ);615009;2020-08-04;2020-08-10;;Сервисный центр;
78670;Плата драйвера ДТИ 2/12 СМПК.758725.040;1256;2020-08-04;2020-08-05;;Москва-Николаевка;Прогар П/П
78632;Прочее (см. примечания);RB73054255;2020-08-03;2020-08-03;2020-08-14;Тында;Преобразователь MEAN WELL SD-1000H-24
78630;Контроллер ABB 07KR51;0F0A013E;2020-08-03;2020-09-17;;Хабаровск;вышла из строя плс clt83020
78612;Плата ВИП ПТК31 ЭСЭ 0105;;2020-08-03;2020-09-08;;Адлер;Прогар П/П
78594;Монтажное основание ABB TB511-ETH;190;2020-07-31;2021-01-22;;Ижевск;Контроллер
78593;Модуль расширения Siemens SM331;U1F38239;2020-07-31;2021-01-22;;Ижевск;Контроллер
78591;Плата ПУ5 (ГАМЕМ);1894;2020-07-31;;;Ижевск;прогар пп
78481;Модуль управления МУ (ЭЛСИЭЛ) СМПК.758726.079;109;2020-07-29;2020-08-10;;Казань;
78451;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-07-28;2020-07-31;;Минеральные Воды;Вышел из стоя МК.
78450;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-07-28;2020-07-31;;Минеральные Воды;Вышел из стоя МК.
78449;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-07-28;2020-07-31;;Минеральные Воды;Вышел из стоя МК.
78448;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-07-28;2020-07-31;;Минеральные Воды;Вышел из стоя МК.
78447;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-07-28;2020-07-31;;Минеральные Воды;Вышел из стоя МК.
78370;Двигатель вентилятора Faiveley L63-11255;272;2020-07-24;2020-07-24;;Москва-Октябрьская;Неисправность платы процессора
78362;Табло инф. ХАРТРОН;;2020-07-24;2020-07-29;;Москва-Николаевка;отказ процессора
78352;Плата ПУ5 (ГАМЕМ);1894;2020-07-24;2020-07-24;2020-07-24;Ижевск;Сквозной прогар платы
78350;Плата драйвера 2-к СМПК.758726.108 СМПК.435351.003;482;2020-07-24;2020-08-13;;Уфа;Прогар печатной платы
78345;Модуль ЗАЩ (БРНГ Кросна);;2020-07-24;2020-07-30;;Адлер;выгорел разъём и пп
78343;ПСПВ Ясень;;2020-07-24;2020-08-26;2020-08-28;Адлер;Только плата
78318;Модуль АВХ-4 (Экспресс);144;2020-07-24;2021-04-01;2021-04-02;Санкт-Петербург;Отправлен в Экспресс 24.08.2020. Вернулся из ЭКСПРЕСС 31.03.2021 забракован.
78294;Плата ПС-6РМ2 (ГАМЕМ);411792;2020-07-23;2020-07-24;;Москва-Каланчевская;Прогар ПП.
78279;Контроллер ABB 07KR51;06ED006E;2020-07-23;2020-07-23;;Москва-Каланчевская;
78190;Прочее (см. примечания);2892422;2020-07-20;2020-08-03;2020-08-28;Челябинск;Блок HARTING. Сбой сист. ПО!
78187;Модуль БУЭ-К (Экспресс 1А41);1217;2020-07-20;;2021-04-01;Екатеринбург;Неисправен контроллер. Отдан на Московское отделение
78182;Модуль RV-202 ДЛИЖ.687281.0415;64;2020-07-20;2020-07-20;2020-07-22;Воронеж;ВВРЗ(ТРК), прогар печатной платы
78174;Панель регулирования громкости ПРГ-2.02 АВДБ.687240.018;77205;2020-07-20;;;Орел;Необходим ремонт производителя. Отправлен в ЭЛК 29.07.2020.
78172;Панель регулирования громкости ПРГ-2.02 АВДБ.687240.018;77321;2020-07-20;;;Орел;Необходим ремонт производителя. Отправлен в ЭЛК 29.07.2020.
78164;Панель регулирования громкости ПРГ-2.02 АВДБ.687240.018;78052;2020-07-20;;;Орел;Необходим ремонт производителя. Отправлен в ЭЛК 29.07.2020. Вернулась с ЭЛК 18.01.2021, Акт №06-ОР, забракована
78155;Операторская панель ABB CP430;6620502599;2020-07-20;2020-07-22;2020-07-22;Орел;залит водой восстановлению неподлежит
78117;Модуль ОСН-4 (Экспресс);74;2020-07-20;2020-07-20;;Москва-Николаевка;Прогар печатной платы
78100;Плата драйвера ДТИ 1/12 СМПК.758724.024;1515;2020-07-20;2020-07-22;;Владивосток;Прогар П/П
78096;Плата СУ ПТК СМПК.758725.041 СМПК.468332.034-05;827;2020-07-20;2020-08-11;;Хабаровск;Прогар печатной платы
78095;Плата СУ ПТК СМПК.758725.041 СМПК.468332.034-01;1455;2020-07-20;2020-08-11;;Хабаровск;Прогар печатной платы
78093;Плата драйвера ДТИ 6/12 СМПК.758725.026;5880;2020-07-20;2020-07-20;;Хабаровск;Прогар П/П
78018;Модуль УПР (БРНГ Кросна);;2020-07-17;2020-07-21;;Волгоград;выгорел разъём и пп
78000;Модуль ОСН-4 (Экспресс);534;2020-07-16;2020-07-20;;Москва-Киевская;Прогар печатной платы
77959;Плата ПУ1-1 (ГАМЕМ);603584;2020-07-15;;;Москва-Николаевка;ПЛИС. на Гамем
77954;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-07-15;2020-07-31;;Минеральные Воды;Вышел из стоя МК.
77952;Модуль питания PB03A (KNORR-BREMSE);25089;2020-07-15;2020-07-16;2020-07-20;Смоленск;выпаян трансформатор
77917;Прочее (см. примечания);;2020-07-15;2020-07-21;;Котлас;модуль X20 D0 9322, выгорела плата
77916;Прочее (см. примечания);;2020-07-15;2020-07-21;;Котлас;модуль X20 D0 9322, выгорела плата
77896;Модуль УПР (БРНГ Кросна);;2020-07-14;2020-07-15;;Адлер;выгорел разъём и пп
77884;Плата ПУ1-1 (ГАМЕМ);20501583;2020-07-14;2020-08-20;2020-08-21;Архангельск;ПЛИС. на Гамем
77882;Прочее (см. примечания);84038;2020-07-14;2020-09-02;2020-09-04;Архангельск;DVD-плеер ND-9101 PROLOGY DVD-400. Не подлежит восстановлению.
77844;Плата силового модуля СМПК.758725.039;1601;2020-07-13;2020-07-13;;Пенза;Окисление сигнальный дорожек и переходных отверстий
77794;Пульт СКУДОПП-9/4-0-0/0;2571;2020-07-09;2020-07-11;2020-07-11;Орел;Требуется замена ПУ
77787;Прочее (см. примечания);;2020-07-09;2020-07-09;2020-07-10;Москва-Октябрьская;DVD -плеер ВВК. Неисправен привод
77779;Инвертор ИН 110/220/3600/50;;2020-07-09;2021-04-01;;Москва-Октябрьская;
77666;Прочее (см. примечания);;2020-07-06;2021-06-02;;Чита;Инвертор DC/AC 110/220 СибВольт 40110
77649;Дисплей СВПВ-У-01 ПТМК.423345.001;575;2020-07-06;2020-07-29;2020-07-30;Ульяновск;Восст. БП
77620;Блок БПН-2 2Б.850 (Латво);108;2020-07-03;2020-07-03;;Орел;Электрохимическое повреждение дорожек и элементов, прогар ПП
77542;Блок трансф. ТЯИЛ.468151.001 (КОНТИНЕНТ);;2020-06-30;2020-07-23;2020-07-23;Орел;трансформатор
77459;Телевизор SHARP LC-15S1E;1581;2020-06-29;2020-07-29;2020-08-21;Архангельск;Коррозия печатной платы.
77434;Преобразователь MEAN WELL SD-350D-24;RB16121655;2020-06-26;2020-07-21;2020-07-22;Ульяновск;
77433;Прочее (см. примечания);RB60166719;2020-06-26;2020-06-29;2020-07-02;Ульяновск;Преобразователь MEAN WELL SD-1000H-24, залит компаундом
77397;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-06-25;2020-12-09;;Минеральные Воды;
77396;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-06-25;2020-12-09;;Минеральные Воды;
77380;Контроллер ABB 07KR51;06EE000E;2020-06-25;2020-08-24;2020-08-28;Воронеж;ВВРЗ(ЗАВОД) вышла из строя плис clt83020
77367;Плата силового модуля СМПК.758725.039;133;2020-06-25;2020-07-13;;Сервисный центр;Окисление сигнальный дорожек и переходных отверстий
77363;Плата ПУ5 (ГАМЕМ);180;2020-06-25;;;Сервисный центр;
77269;Плата инвертора ППН СМПК.758726.163 СМПК.435331.020;410;2020-06-19;2020-08-11;2020-10-29;Ярославль;Прогар печатной платы
77263;Блок питания UCA300.10243;;2020-06-19;2020-06-27;;Москва-Ярославская;сгорела пп
77229;Плата инвертора ППН СМПК.758726.163 СМПК.435331.020;1400;2020-06-19;2020-08-11;;Сервисный центр;Прогар печатной платы
77194;Модуль расширения Siemens EM235;J9P4271408;2020-06-18;2020-06-26;2020-07-02;Воронеж;вышел из строя микроконтроллер
77101;Модуль КУД-01 ПТМК.468223.001;42;2020-06-15;;;Махачкала;Сбой сист. ПО. Отправлен в Санкт-Петербург в ремонт 10.07.2020
77059;Телевизор SHARP LC-15S1E;503813299;2020-06-15;2020-07-29;2020-08-21;Архангельск;Коррозия печатной платы.
77058;Плата БУТ-М СМПК.758725.042;343;2020-06-15;2020-06-23;;Котлас;Вышел из стоя МК.
77055;Плата ПУ5 (ГАМЕМ);1799;2020-06-15;2020-06-18;;Котлас;контроллер, сквозной прогар платы
76983;Модуль ОСН-4 (Экспресс);731;2020-06-10;2020-07-06;;Сервисный центр;прогорела пп насквозь
76949;Операторская панель ABB PP320;4749249020;2020-06-09;2021-05-26;;Чита;Вышел из строя МК.
76906;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-06-05;2020-06-05;;Москва-Ярославская;Только плата
76877;Модуль БУЭ-К (Экспресс 1А41);1498;2020-06-03;2020-06-15;;Челябинск;После ремонта отправить в Екатеринбург отказ процессора
76868;Прочее (см. примечания);;2020-06-03;2020-06-05;;Нижний Новгород;Модуль X20 BR 9300. Прогар платы
76850;Плата ПС-6РМ2 (ГАМЕМ);111534;2020-06-03;2020-06-05;;Брянск;Прогар ПП
76827;Операторская панель ABB CP430;;2020-06-03;2021-10-07;2021-10-08;Санкт-Петербург;
76820;Плата ВВ реле СМПК.468361.018 СМПК.758725.276;234;2020-06-03;2020-10-26;;Адлер;ожидает реле
76811;Операторская панель B&R 4PP045;94980176755;2020-06-02;2020-06-03;;Котлас;разбит дисплей. Отправить в Архангельск
76731;Плата ПС-6РМ1 (ГАМЕМ);808704;2020-05-29;2020-06-17;;Москва-Ярославская;
76729;Плата драйвера ДТИ 6/12 СМПК.758725.026;6638;2020-05-29;2020-06-29;;Москва-Ярославская;Прогар П/П
76727;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-05-29;;;Москва-Ярославская;
76683;Операторская панель B&R 4PP045;94980182963;2020-05-27;2020-05-29;2020-06-01;Волгоград;неисправен сенсор
76682;Двигатель вентилятора Faiveley L63-11255;;2020-05-27;2020-06-03;2020-07-22;Воронеж;Процессор
76663;Пульт СКУДОПП-9/4-0-0/0;353;2020-05-26;2020-06-15;;Ульяновск;Прогар ПП.
76571;Модуль ПУ MCN-3.0;006F00200201;2020-05-18;2020-05-25;2020-08-06;Воронеж;ВВРЗ(ЗАВОД), неисправен сенсор, дисплей
76558;Прочее (см. примечания);;2020-05-14;2020-05-21;2020-05-25;Воронеж;Модуль RAMP. ВВРЗ(ЗАВОД).Нуждается в перепрограммировании специалистами ФПК
76553;Пульт СКУДОПП-9/4-0-0/0;1168;2020-05-13;2020-06-15;;Москва-Николаевка;Вышел из стоя МК.
76540;Контроллер помещения ТЯИЛ.425712.001 (КОНТИНЕНТ);;2020-05-13;;;Адлер;Только плата
